author;day;month;full_text;favorite_count;quote_count;reply_count;retweet_count;reply;photo;video;pm;retuit;type;score_tweet;alcance
RLA;3;3;"Agradezco el recibimiento en la ciudad de Chimbote. La ola celeste en la región de Ancash. ¡Seguimos adelante con la caravana de la esperanza! ¡Somos #RenovaciónPopular!
#OlaCeleste
#RafaelLopezAliaga
#Elecciones2021
#RafaelPresidente https://t.co/OQ8CDreQ7y";1996;16;127;473;0;;;;;Positive;2;2612
RLA;2;3;Agradezco el recibimiento en la ciudad de Chimbote. La ola celeste en la región de Ancash. ¡Seguimos adelante con la caravana de la esperanza! ¡Somos #RenovaciónPopular! https://t.co/eC8DB798Q0;901;16;49;236;0;;;;;Positive;2;1202
RLA;29;1;Este “dibujante” me quiere ridiculizar... cuándo ridiculiza a sus patrones José Graña Miroquesada y Hernando Graña,  CORRUPTOS CÓMPLICES de ODEBRECHT, que han saqueado al PERÚ? dejando a mucha gente pobre sin colegios, postas médicas, hospitales, carreteras, seguridad, ESPERANZA?;2249;60;344;686;0;;;;;Negative;-4;3339
Urresti;26;1;Estimado Carlos Anderson (@CarlosAnderso1), responder legalmente a esta difamación. Adjunto la captura de pantalla sobre tus estudios. Mi solidaridad frente a esta campaña de desprestigio. https://t.co/CXHqZZX35n;51;24;52;7;0;;;;;Positive;8;134
RLA;6;2;Hablemos del celibato, por René Gastelumendi | La República | Muchas gracias por este artículo, estimado René. https://t.co/Sl5WbGk6SS;786;11;96;138;0;;;;;Positive;7;1031
Urresti;3;2;No creo que seas estúpido, haces buenas preguntas, esas preguntas debieron hacerle los periodistas en una entrevista en vivo. Saludos. #MentirasContraUrresti;38;1;5;2;0;;;;;Negative;-1;46
Urresti;17;3;"Se los dije: El plan de gobierno de @yonhy_lescano no sirve ni para administrar un edificio. El candidato de los vitochos y merinos está agarrando de tontos a los millones de peruanos. Y el @JNE_Peru está pintado!!! ¿Dónde está su pacto ético electoral? 
via: @canalN_ https://t.co/MALn1LTlUT";161;50;63;33;0;;;;;Negative;-1;307
RLA;7;4;Presidenta del Tribunal de Honor del Pacto Ético hace proselitismo contra López Aliaga. La mafia CAVIAR está desesperada. Se acaba la CORRUPCIÓN y la MERMELADA. https://t.co/oBam8sfoAz;968;13;63;353;0;0;0;0;0;Positive;6;1397
RLA;29;1;Partido de Rafael López Aliaga no firmó Pacto Ético Electoral. https://t.co/JxEEUwrhy7;1263;45;168;221;0;;;;;Positive;1;1697
Keiko;20;2;Una vez más estoy al interior del país para llegar a visitarte sin avisar y sin prensa para evitar aglomeraciones que pongan en riesgo tu salud. #AtuLadoConCuidado #AtuLadoenlaDistancia https://t.co/InKuKSn2ZL;1514;661;1851;341;0;;;;;Negative;-4;4367
Urresti;12;3;Estaremos atentos para evitar que eso ocurra.;19;0;2;1;0;;;;;Negative;-3;22
Urresti;15;1;Plata para hacer obras a favor de millones de peruanos pobres HAY DE SOBRA. Solo es cuestión de saber distribuir bien el presupuesto. También hay que evitar que los corruptos se lleven miles de millones de soles en adendas. #TodosJuntosLoPodemosTodo https://t.co/HrqAIpicWp;178;61;110;31;0;;;;;Negative;-3;380
Urresti;13;1;"Otra vez han puesto a andar la maquinaria para intentar destruirme políticamente y evitar que gane la presidencia en primera vuelta. 
¡Han ido a intimidar a los personas que van a desenmascarar a la testigo estrella del caso Bustíos! #UrrestiPideJusticia https://t.co/ZliG2j7Tex";90;39;102;15;0;;;;;Negative;-9;246
Urresti;4;1;A la testigo estrella la prepararon para acusarme de violación. Como no se memorizó bien el libreto dijo cualquier cosa. El fiscal tuvo que asistirla para evitar el ridículo. Así se cae otra de las  #MentirasContraUrresti. CC @hurgamemoriaPE @IDL_Rivera @SalitaSin https://t.co/o71fDrwfDD;95;64;35;6;0;;;;;Negative;-11;200
RLA;22;3;"En mi gobierno no se utilizará el dinero de todos los peruanos para subsidiar empresas quebradas. Se hará respetar la Constitución para evitar la concentración de medios en un solo grupo comercial.
#RafaelLopezAliagaPresidente 
#NoMásMermelada
#RenovaciónPopular 
#EnPrimeraVuelta https://t.co/drfPb6FzoC";1260;45;101;468;0;;;;;Negative;-6;1874
RLA;28;1;@CarmenOmonte @MirtyVas : Evitar la creación de la OPP (Organismo Público de Pensiones) en Perú por el Congreso - ¡Firma la petición! https://t.co/NgBrlBXQao vía @ChangeorgLatino;62;0;2;27;1;;;;;Negative;-3;91
Urresti;15;1;¡Qué exagerado! #MemesPorUrresti;23;0;2;0;0;;;;;Negative;-2;25
Urresti;8;4;"Los invito a ver la entrevista con @magalyperu ¡la pasamos excelente!. Entrevista completa: https://t.co/oMAs4Zijgp 
#UrrestiPresidente https://t.co/Oc2oIDp0dS";155;38;15;22;0;;;;;Positive;3;230
Urresti;7;4;Los invito a seguir la entrevista con Magaly, ¡la pasamos excelente!. #UrrestiPresidente https://t.co/sNOmr0hB5d;175;35;31;16;0;;;;;Positive;3;257
Urresti;5;4;Muchas gracias a mis paisanos de Piura, la pasamos excelente. Compatriotas estamos a días para tu gran decisión: O estás con los poderosos, corruptos y sus topos, o estás con #UrrestiPresidente. https://t.co/JBL5VHWB7v;148;69;22;20;0;;;;;Positive;5;259
Urresti;5;2;"Excelente! Gracias! #TodosJuntosLoPodemosTodo 
cc @hurgamemoriaPE";32;0;3;4;0;;;;;Positive;5;39
RLA;9;4;"Agradezco a los niños del Perú que apoyan a su tío Porky. Vemos una nueva  generación que se merecen un país mejor, que le brinde lo necesario para que lleven una excelente calidad de vida. Ellos son el futuro, trabajaré por ellos ¡Sí se puede!

#ElPerúConRafael
#Elecciones2021 https://t.co/f8eTWyKAKv";1159;11;51;323;0;0;1;0;0;Positive;8;1544
RLA;24;1;"El @Alm_Montoya es un buen profesional, excelente persona y gran candidato. 

Les recomiendo ver su entrevista en @ucinoticias_pe hoy con @MijaelGLP .";285;3;7;73;0;;;;;Positive;3;368
RLA;21;2;LA MAFIA QUIERE EXCLUIR A LÓPEZ ALIAGA - La Abeja https://t.co/01thhJzur4;1045;8;55;336;0;;;;;Negative;-1;1444
Keiko;16;1;Los peruanos tienen derecho a decidir quién va a dirigir los destinos del país. Lamento la exclusión de la lista congresal del APRA y el retiro de Nidia Vilchez. Espero no priven a César Acuña de su derecho legítimo a participar en igualdad de condiciones. #QueElPuebloDecida;1823;81;798;356;0;;;;;Negative;-2;3058
RLA;5;3;De Soto acude a las afueras del JNE para expresar su respaldo a candidatos ante posible exclusión | Política | https://t.co/oRIILD1SOc https://t.co/lpRwHvmp4X;1456;15;40;282;0;;;;;Negative;-1;1793
RLA;5;3;EXCLUSIÓN DE LÓPEZ ALIAGA PONDRÍA FIN A LA DEMOCRACIA PERUANA - La Abeja https://t.co/L5UWQs5rn2;897;12;42;312;0;;;;;Negative;-1;1263
RLA;2;3;Protestas en Perú por exclusión de candidato conservador Rafael López Aliaga - La Gaceta de la Iberosfera https://t.co/sYzCa8vy03;913;10;34;267;0;;;;;Negative;-3;1224
RLA;26;2;"Estimados amigos, les pido tranquilidad, tomaremos todas las medidas constitucionales y legales ante el JNE para revertir esta injusta exclusión. Mientras tanto, seguimos en campaña.

Agradezco a todos por sus mensajes de apoyo.

¡Seguimos avanzando! ¡Somos #RenovaciónPopular! https://t.co/PH8LVEYiyU";3125;53;380;920;0;;;;;Negative;-1;4478
Keiko;18;4;Siento mucho la pérdida de 5 valerosos miembros de nuestras FFAA, que en su sacrificada labor de lucha contra el narcotráfico murieron ayer. Mi total solidaridad con sus familias. Hago votos por la recuperación de los heridos y por el éxito en la búsqueda de los desaparecidos.;2632;28;535;470;0;;;;;Negative;-2;3665
Keiko;6;3;"La 2da etapa de la #EscuelaNaranja se reinició con gran éxito. Ampliamos 700 vacantes más para darle la oportunidad a los que no lograron ingresar a “C93. LA CONSTITUCIÓN QUE CAMBIÓ NUESTRA HISTORIA” 
Inscripciones: Hoy 5pm en https://t.co/t0Xr8G85eM
Inicio: lunes 8 de marzo https://t.co/W8hRGEuPIo";745;28;338;180;0;;;;;Positive;5;1291
Urresti;2;4;"El primer éxito de nuestra vida y por lo que debemos siempre agradecer a Dios, es por nuestra familia. 
Que Dios te bendiga, que siempre nos de la salud y fuerza para salir adelante. https://t.co/vF8tdROI9Q";211;70;38;22;0;;;;;Positive;4;341
RLA;7;4;"Estimados amigos, muchos de ustedes se preguntaran en qué gasto mi dinero todos estos años de éxito empresarial, comparto con ustedes mi respuesta a la revista COSAS PERÚ.

#ElPerúConRafael
#Elecciones2021
#RafaelLópezAliaga
#RenovaciónPopular
#RafaelPresidente2021 https://t.co/LZRTUDgcbJ";1109;17;69;335;0;1;0;0;0;Positive;2;1530
RLA;4;2;"Estas son las estrategias que propongo al gobierno para enfrentar con éxito esta pandemia.

#RenovaciónPopular #RafaelLópezAliaga https://t.co/LIPYpzfQU7";414;3;14;143;0;;;;;Positive;2;574
RLA;28;1;"Estimados amigos, junto con el @Alm_Montoya proponemos al gobierno algunas medidas que permitan enfrentar con éxito esta pandemia, entre ellas, la participación de las Fuerzas Armadas. 

#RenovaciónPopular #RafaelLópezAliaga https://t.co/riAS1Mu107";514;13;33;165;0;;;;;Positive;2;725
RLA;10;1;"Gracias a todos los que nos acompañaron en la reunión de zoom y la transmisión en vivo del #PrimerMitinDigitalCeleste en facebook, más de 1500 personas me acompañaron en vivo simultáneamente. ¡Éxito total! 

¡A la #OlaCeleste nadie la para!
¡Somos #RenovaciónPopular!";1048;4;46;178;0;;;;;Positive;4;1276
Urresti;28;1;@ArgosMozart El que me ataca y ataca es el entrevistador. Yo solo me defiendo. Finalmente casi no pude exponer mi plan de gobierno, porque lo que busca el entrevistador es burlarse y dejarme en ridiculo;2;2;8;0;1;;;;;Negative;-4;12
RLA;8;4;AQUÍ MIGUEL VEGA ALVEAR, “PREMIER” DE DE SOTO, RODEADO DE CÚPULA CORRUPTA DE ODEBRECHT Y HUMALA..! VEGA ALVEAR TRAJO LA CORRUPCIÓN BRASILEÑA A NUESTRO PAÍS: POR ESO HERNANDO DE SOTO NO PUEDE EXPULSAR A CORRUPTA ODEBRECHT DE NUESTRO PAÍS. ESTÁ HIPOTECADO A CORRUPTA ODEBRECHT..! https://t.co/omHNdbajDf;605;9;49;239;0;1;0;0;0;Negative;-3;902
RLA;6;4;AQUÍ MIGUEL VEGA ALVEAR, “PREMIER” DE DE SOTO, RODEADO DE CÚPULA CORRUPTA DE ODEBRECHT Y HUMALA..! VEGA ALVEAR TRAJO LA CORRUPCIÓN BRASILEÑA A NUESTRO PAÍS: POR ESO HERNANDO DE SOTO NO PUEDE EXPULSAR A CORRUPTA ODEBRECHT DE NUESTRO PAÍS. ESTÁ HIPOTECADO A CORRUPTA ODEBRECHT..!! https://t.co/I2TuGQfmyS;1387;29;151;564;0;1;0;0;0;Negative;-3;2131
RLA;29;3;El nuevo gobierno debe expulsar a Odebrecht - Diario Expreso https://t.co/7ULoTQTf56;257;4;15;79;0;;;;;Negative;-2;355
Urresti;17;2;¿Y cuándo van a corregir este titular abiertamente FALSO? https://t.co/odKzMJ0S0L;43;3;10;6;0;;;;;Negative;-5;62
RLA;5;3;"En conferencia de prensa en #Lambayeque: 

No me excluyen por una omisión de información, yo he declarado todo de forma perfecta, tampoco es por un juicio o una sentencia. Afirman sin pruebas que sigo donando mi sueldo, lo cual es falso. Denunciaré a ese jurado por prevaricato.";2272;31;168;689;0;;;;;Negative;-8;3160
Urresti;10;2;"Se les cayó la farsa del """"comprador de testigos"""". 😂😂😂😂. SUFRE!!! #MemesPorUrresti";86;64;26;8;0;;;;;Negative;-5;184
Urresti;6;1;¡Nunca más #MentirasContraUrresti! En 12 videos desbaraté toda la farsa de la testigo estrella del caso Bustíos. Los que tanto me atacaban se quedaron mudos! Aló, @hurgamemoriaPE @noakeiko @SalitaSin @pedrofrancke @deslengua_2 @CarlosBasombrio @PCaterianoB (02) https://t.co/vDbwaEpdIe;28;23;18;5;1;;;;;Negative;-3;74
Urresti;4;1;Más #MentirasContraUrresti que se caen a pedazos. Noten la agresiva reacción de la testigo estrella cuando desbarato categóricamente su farsa de supuestas violaciones y detenidos. cc @hurgamemoriaPE @SalitaSin @IDL_Rivera @noakeiko @noakeikope https://t.co/m7VvsabPjG;86;49;58;11;0;;;;;Negative;-3;204
HDS;7;3;El viernes salí en favor de la democracia para rechazar el golpe contra la candidaturas de Forsyth y López Aliaga. Hoy salgo para rechazar el golpe que López Aliaga quiere darle al presidente Sagasti.;6726;437;1439;838;0;;;;;Negative;-6;9440
Urresti;8;4;"Más de 4.7 millones vieron como el #TC les robó su trabajo de años, y ningún candidato se pronunció a favor de ellos, siendo una lucha justa.
Ni bien llegue a Palacio de Gobierno dispondré que te devuelvan esos aportes a la ONP que tanto necesitas!
#PalabraDeUrresti #ONPDignidad https://t.co/47O5wWTLbC";151;59;15;20;0;;;;;Negative;-1;245
Urresti;10;3;No me hagan reír más, por favor, me van a sacar del debate!! 😂😂#UrrestiYaGanó;71;20;16;18;0;;;;;Positive;1;125
Urresti;21;2;¡Imparable indignación en las redes por fallo del TC a favor de Telefónica! https://t.co/6GU4Wyxbx3;576;116;256;225;0;;;;;Neutral;0;1173
RLA;23;4;"Estaré viajando por los pueblos del Perú en agradecimiento a mis hermanos peruanos y en favor de la democracia.
#SeguimosAdelante
#RenovaciónPopular
#RafaelLopezAliaga https://t.co/5cblWGseJV";3243;38;261;706;0;1;0;0;0;Positive;2;4248
RLA;11;4;Elecciones 2021: denuncian cédulas de la ONPE marcadas a favor de Keiko Fujimori [VIDEO] | TRENDS | EL BOCÓN https://t.co/FlDFoNmrWQ;1708;37;219;627;0;0;1;0;0;Positive;2;2591
RLA;11;4;"Urgente esto debe ser denunciado en la cola hay muchos jóvenes que pueden hacer de miembros de mesa y no los hacen ingresar para abrir las mesas, están haciendo que la gente se aburra y se vaya ! FAVOR DENUNCIEN ! 
Colegio Santa Teresita en Surco !               JNE...?";6712;116;609;2287;0;0;0;0;0;Neutral;0;9724
RLA;12;3;Elecciones 2021 | Rafael López Aliaga a favor de que las AFP adquieran vacunas: “Cada afiliado puede pagar 50 soles” | RPP Noticias https://t.co/Fki1jPPKlP;674;4;52;162;0;;;;;Positive;2;892
RLA;6;3;Encuesta Presidencial, IDICE – 05 Marzo 2021 | ENCUESTAS ON LINE |FAVOR VOTAR https://t.co/iwGKTModx7;1744;26;259;443;0;;;;;Positive;2;2472
RLA;21;2;ENCUESTA PRESIDENCIAL - Versus | Cusco Reporta | FAVOR VOTAR https://t.co/UaIL0n6rIy;516;5;131;131;0;;;;;Positive;2;783
RLA;19;2;ENCUESTA PRESIDENCIAL - Versus | Cusco Reporta. Favor votar. https://t.co/UaIL0mOQR0;543;9;163;160;0;;;;;Positive;2;875
RLA;16;2;"¿Estás a favor de que Vizcarra y Mazzetti se hayan vacunado antes que el resto de peruanos?

#RenovaciónPopular
#RafaelLópezAliaga
#487Traidores https://t.co/A3Q6P88plC";563;19;315;130;0;;;;;Positive;2;1027
RLA;15;2;Candidatos Elecciones 2021 ENCUESTA PRESIDENCIAL | Cusco Reporta. FAVOR VOTAR. https://t.co/Qsey08Zcwt;232;1;40;78;0;;;;;Positive;2;351
RLA;14;2;Encuesta Presidencial Perú - Febrero 2021. FAVOR VOTAR. https://t.co/FlEJw6qVCf;697;13;95;215;0;;;;;Positive;2;1020
RLA;28;1;"Estimados amigos, les hago una pregunta:

¿Están a favor de que regrese la cuarentena? https://t.co/8aQKEbGakF";1405;130;1806;348;0;;;;;Positive;2;3689
RLA;27;1;SEÑORES CANAL 7: TWEET PUBLICADO 4 PM? NO SIGAN MINTIENDO POR FAVOR..! BASTA YA DE MORDAZA Y DICTADURA..! TENGAN UN POCO DE VERGÜENZA PROFESIONAL...! FUE PUBLICADO 9:56 PM... https://t.co/Hj3qtylKtv;1040;15;64;331;0;;;;;Negative;-5;1450
RLA;17;1;Por quién votará para presidente 2021.  Favor participar en esta encuesta. https://t.co/9iwO235Few;50;0;9;17;0;;;;;Positive;2;76
RLA;15;1;Encuesta Presidencial Perú – Enero 2021 FAVOR VOTAR EN ESTA ENCUESTA  https://t.co/u19JNkHdqx;532;11;76;188;0;;;;;Positive;2;807
RLA;8;1;"https://t.co/6hgldflXdH

*Favor, participar en la votación*";143;0;10;48;0;;;;;Positive;2;201
RLA;3;1;Elecciones 2021: Candidatos al congreso de Renovación Popular en Lima | ENCUESTAS ON LINE. FAVOR PARTICIPAR VOTANDO. https://t.co/m3sLj7bfhu;144;2;6;32;0;;;;;Positive;5;184
RLA;14;2;LÓPEZ ALIAGA ES EL FAVORITO EN LAS REDES SOCIALES - La Abeja https://t.co/jD99IAMJBN;1184;7;37;254;0;;;;;Positive;4;1482
Keiko;11;4;Hoy, en el desayuno, me acompañaron quienes estuvieron en los momentos más difíciles que me tocó vivir: mi familia y los jóvenes de Fuerza Popular. ¡Vamos con fe! https://t.co/XZprbKDgH7;2354;54;671;377;0;;;;;Positive;6;3456
Keiko;10;4;Terminamos la campaña. ¡Gracias por todo! Vamos con fe!! 🇵🇪 https://t.co/9t96V1MGjw;3102;86;888;396;0;;;;;Positive;3;4472
Keiko;20;3;Presidente Sagasti, aún está a tiempo. Abra la Semana Santa. No encierre nuestra fe. No encierre nuestro trabajo. https://t.co/sLN2dSXsRI;2849;2003;4876;722;0;;;;;Negative;-3;10450
Keiko;24;2;Nuestra historia vuelve a empezar. Recorriendo el país con mucha fe para derrotar a la izquierda y al populismo. https://t.co/nl3Bg4jtV8;2150;426;1744;472;0;;;;;Positive;1;4792
Urresti;8;2;Fe, sobrino, nunca pierdas el optimismo! Saludos. #TodosJuntosLoPodemosTodo;47;0;12;2;0;;;;;Positive;5;61
RLA;3;4;"¡Vamos con fe y entusiasmo! ¡Si se puede Perú! 

#RafaelEnPrimeraVuelta #RafaelPresidente https://t.co/YuIcSAnasF";3116;82;517;829;0;1;0;0;0;Positive;1;4544
RLA;26;3;"Seguimos avanzando con fe y optimismo. ¡Somos #RenovaciónPopular!

¡Sí se puede Perú!

#OlaCeleste #RafaelLopezAliaga #RenovacionPopular https://t.co/V8pyBbJMXY";762;11;86;217;0;;;;;Positive;3;1076
RLA;8;3;"¡Seguimos avanzando con fe y entusiasmo!

#RafaelLópezAliaga
#Elecciones2021
#SiSePuede
#TsunamiCeleste
#RenovaciónPopular https://t.co/Z8iSgaZJbt";1019;9;122;238;0;;;;;Positive;1;1388
RLA;28;2;"¡Con fe y entusiasmo! ¡Seguimos avanzando hasta la victoria! 

Juntos lograremos la gran renovación política de nuestro Perú. 

¡Somos #RenovaciónPopular!

Fuente de imagen: encuesta ⁦@IEPeruanos⁩ publicada hoy en ⁦@larepublica_pe⁩ . https://t.co/n5cr8LnSlg";2254;60;378;536;0;;;;;Positive;1;3228
RLA;11;2;"Seguimos avanzando con fe y optimismo. Vamos hacia la victoria. 💙💙💙

¡Si se puede Perú!

#OlaCeleste #RafaelLopezAliaga #RenovacionPopular https://t.co/6jqU7xXfry";2580;61;305;595;0;;;;;Positive;3;3541
RLA;24;1;"Con fe y optimismo, vamos hacia la victoria. 

¡Si se puede Perú! https://t.co/rp43wcnVhh";950;13;97;189;0;;;;;Positive;3;1249
RLA;17;1;"¡Felicitaciones @jovenescelestes ! 
Vamos avanzando, con fe y entusiasmo.";314;0;6;63;0;;;;;Positive;3;383
RLA;14;1;"¡Gracias #PuebloLibre!

¡Con fe y entusiasmo seguimos creciendo a nivel nacional! 

¡Somos #RenovaciónPopular!";284;3;8;61;0;;;;;Positive;3;356
RLA;20;4;"Siempre he creído que la mayor felicidad del ser humano se encuentra en hacer feliz a alguien más.
#SeguimosAdelante #RafaelLopezAliaga https://t.co/06rcFHACPN";2485;15;138;434;0;1;0;0;0;Positive;15;3072
Urresti;18;1;Lima, estás de aniversario, ¡felicitaciones!  Oye, ¿ya te convirtieron en Limaflores? No importa, Limita, te seguimos queriendo. Algún día tendrás alcalde. https://t.co/ohhsJ5oI9y;258;66;83;29;0;;;;;Positive;1;436
RLA;18;1;¡Felicitaciones a #Lima por su 486 aniversario!;84;0;0;20;0;;;;;Positive;2;104
HDS;8;3;"¡Feliz día de la MUJER! 
Son nuestra prioridad.
Dia de la Mujer #InternationalWomensDay Dia Internacional de la Mujer #FelizDiaDeLaMujer 
#HernandoPresidente https://t.co/oDhwz1j24A";956;6;33;118;0;;;;;Positive;3;1113
Keiko;24;3;Feliz de estar nuevamente en #Piura. 🤩 https://t.co/YnqeRWP2Ik;1363;36;202;307;0;;;;;Positive;3;1908
Keiko;18;3;Feliz de seguir caminando #ATuLado. Esta tarde, con las mujeres valientes de Collique en Comas. https://t.co/IlAgWnKEdi;796;16;98;219;0;;;;;Positive;3;1129
Urresti;29;3;Mi mejor campaña militar fue ir a conquistarte, hace 43 años. No logré mi objetivo porque caí rendido a tus pies. Hoy somos padres de dos hermosas hijas y abuelo de dos nietos adorables. Feliz cumpleaños, Juanita Pastor,  #PrimeraDamaDeUrresti. #TodosJuntosLoPodemosTodo💞 https://t.co/uXlS5Sbvhi;429;92;69;33;0;;;;;Positive;5;623
Urresti;22;3;"Tras 40 años de feliz matrimonio, seguimos tan enamorados como si fuéramos salientes 😊
*Beto, no vayas a malograr la noche, eh*
#UrrestiPresidente https://t.co/G37ceQyQMi";248;98;61;23;0;;;;;Positive;2;430
Urresti;15;2;Si todos nos ponemos a llorar... te parece bien? Saludos. Sé feliz. #TodosJuntosLoPodemosTodo;36;1;14;2;0;;;;;Neutral;0;53
Urresti;15;2;No todo tiene que ser hígado en la vida. Sé feliz. Cuento con tu votox! 😁 #TodosJuntosLoPodemosTodo;33;0;6;1;0;;;;;Positive;2;40
Urresti;23;4;"@otravezandres La política no debería influir en tu arte. 
Pero me alegra que reconozcas que soy guapo. Me dibujas feo por pura cólera que me tienes.
Y pensar que no me pierdo tus caricaturas.
Snif! Snif!";6;0;1;0;1;;;;;Negative;-5;7
Urresti;18;1;Vale la pena reir un rato! ¡La política no tiene que ser aburrida!! ya mucho estrés con la cuarentena. Eso sí, a seguir cuidándose que la segunda ola parece que se viene feo. Saludos. #MemesPorUrresti;75;2;15;7;0;;;;;Negative;-2;99
Keiko;24;4;Según @Vladimir_Cerron mi visita a su región fue un fiasco. Los hechos lo desmienten. El gran fiasco ha sido su gestión. ¿Qué paso Sr Cerrón? Ahora su candidato se avergüenza de ud y lo oculta. Lo emplazo a que nos diga si lo ha jubilado o solo lo está ocultando bajo la alfombra. https://t.co/u5TabObbMG;4840;200;1220;1418;0;;;;;Negative;-8;7678
Keiko;25;2;@canalN_ Mano dura NO es dictadura. Es una democracia firme para tomar las decisiones necesarias para volver a rescatar al país. En una palabra lo que yo ofrezco es una DEMODURA.  #EntreTuits;363;188;179;102;1;;;;;Positive;1;832
Urresti;8;4;"Presidente @FSagasti, ¡NO SEA INHUMANO Y FIRME YA LA LEY AFP!.
El pueblo no espera, el pueblo necesita su dinero para comprar oxígeno, en su conciencia llevará el peso de todas las muertes de las personas que teniendo su dinero, no pudieron usarlo para salvar sus vidas. https://t.co/nmzy7wqQrm";761;65;196;169;0;;;;;Positive;1;1191
Urresti;4;4;Para parar a los delincuentes se necesita un presidente firme y que ponga el pecho ante el peligro. Hoy estaré junto a Juanita en Punto Final y les explicaré todos los detalles del #ToqueDeQuedaContraLosCriminales #TodosJuntosLoPodemosTodo #UrrestiPresidente https://t.co/M4qQ7GvLvf;179;59;39;26;0;;;;;Negative;-4;303
Urresti;28;3;Para parar a los delincuentes se necesita un presidente firme y que ponga el pecho ante el peligro, no  presidentes de escritorio que anden con guardaespaldas y chalequitos antibalas mientras nuestra gente no sabe cómo protegerse. #UrrestiImplacable con los delincuentes. https://t.co/Lyrlaqe4Lu;127;99;37;19;0;;;;;Negative;-6;282
Urresti;25;2;"A 100 días del gobierno de Sagasti: incapacidad, improvisación, cero firmeza y corrupción. Igualito que Vizcarra!!!
Lección para elijas un gobierno firme como el que represento: Podemos Perú. 
A los improvisados diles... ¡MANAN! 
#TodosJuntosLoPodemosTodo https://t.co/EavDehn2qa";151;110;173;34;0;;;;;Neutral;0;468
Urresti;16;2;"Mis respetos, @julioguzmanperu. Tú siempre tan firme y consecuente con tus principios. 😉. 
Compatriotas, ya están avisados, el 11 de abril PODEMOS hacer un Perú mejor. #TodosJuntosLoPodemosTodo https://t.co/B5j2GdbH5F";415;128;353;86;0;;;;;Positive;5;982
RLA;19;3;"Reiteramos que no nos hemos aliado con Antauro Humala. Los medios tratarán de dividirnos pero nuestra posición sigue firme.

#NoHayAlianza
#Elecciones2021
#RafaelLópezAliaga
#RenovaciónPopular https://t.co/lYmnTvtMKJ";1434;23;200;439;0;;;;;Positive;1;2096
RLA;5;3;"En conferencia de prensa en #Lambayeque: 

El jurado no es imparcial, en ningún país del mundo sucede que te excluyan de la contienda un mes antes de elecciones, y menos por un motivo tan absurdo como el que mencionan.

El motivo de fondo es mi discurso firme contra la corrupción";1479;25;81;455;0;;;;;Positive;3;2040
RLA;2;3;Agradezco al pueblo arequipeño por ponerse firme en defensa de la democracia y el derecho a la participación política de todos los peruanos. https://t.co/pIt80WzLkN;1697;35;100;415;0;;;;;Positive;2;2247
HDS;25;2;"¨El estado ha fracaso en garantizar la vida de los Peruanos¨. - @1DianaGonzales   

#DeSotoPresidente 🚈 #DeSotoSabe #GobiernoDeGuerra https://t.co/91KJecMPsB";243;4;11;61;0;;;;;Negative;-4;319
Urresti;19;1;"*Nivel de inglés?
- Alto
*Traduzca deporte
- Sport
*Úselo en una frase
- Sport ti que quiero ser presidente
* ELEGIDO!!
😂😂😂😂
#ElTicherUrresti  
(No puedo con mi genio! Sorry, @George_Forsyth 😀) https://t.co/ceDOteRoYo";333;89;214;44;0;;;;;Negative;-3;680
RLA;27;3;SE ESTÁ MONTANDO EL FRAUDE CONTRA LÓPEZ ALIAGA - La Abeja https://t.co/eJ5LXmgpnA;1701;45;541;616;0;;;;;Negative;-8;2903
RLA;3;3;Simpatizantes de López Aliaga realizan marcha ante posible fraude electoral en su contra https://t.co/xCVaB3g8ew;1533;11;56;407;0;;;;;Negative;-8;2007
Urresti;12;1;Esta noche vuelvo a un set de televisión. ¡Graben todo que la entrevista con @julianaoxenford sacará chispas. Lo que no habrá es fuego ni humo. 😂😂 #TodosJuntosLoPodemosTodo #UrrestiPresidente https://t.co/UHwpwRpv5d;133;74;128;12;0;;;;;Negative;-3;347
Keiko;10;4;"Voy a poner todo lo que he aprendido a lo largo de mi vida y la fuerza que me ha dado Dios para intentar servir nuevamente a mi patria. 
(Mensaje de cierre de campaña – Villa El Salvador) https://t.co/a4pRkzKUPu";2215;118;977;529;0;;;;;Positive;2;3839
Keiko;7;3;Fuerza Popular y yo, como candidata presidencial, NO vamos a apoyar ninguna iniciativa que busque algún tipo de censura o vacancia del presidente. Hago un llamado a todos los candidatos presidenciales para que actuemos con seriedad y mucha responsabilidad. https://t.co/ZiDzTEPE4j;1263;287;1763;284;0;;;;;Positive;6;3597
Keiko;25;2;@canalN_ Muchas gracias. Quedo como siempre a su entera disposición. Saludos a todos sus seguidores. Mucha fuerza, vamos a salir adelante!  #EntreTuits #AtuLado;193;2;51;46;1;;;;;Positive;6;292
Keiko;16;2;Nuestro partido no ha gestionado, directa ni indirectamente, vacuna alguna para nadie. Ni mi padre ni yo hemos sido vacunados. Fuerza Popular va a verificar estos hechos que nos han sorprendido totalmente. Después de hacerlo, daremos a conocer una decisión final al respecto. 2/2;884;82;588;212;1;;;;;Positive;2;1766
Keiko;16;2;Frente a la noticia de la vacunación del doctor Alejandro Aguinaga, quiero manifestar que Fuerza Popular no tiene ninguna relación con este hecho que está directamente relacionado con el ejercicio profesional médico y privado del Dr. Aguinaga. (1/2);1447;393;1905;332;0;;;;;Positive;4;4077
