created_at;favorite_count;full_text;quote_count;reply_count;retweet_count;author;day;month;reply_dummy
Mon Jan 25 14:14:35 +0000 2021;31;😂😂😂 momento memorable. #ElTicherUrresti!!;0;3;0;Urresti;25;1;0
Mon Jan 25 14:03:46 +0000 2021;145;Ponerte una gorrita no te hace un experto en seguridad. ¡Hay que conocer realmente el tema! Acá un extracto de una charla en el que recordé la existencia de la GC, la GR y la PIP (Policía de Investigaciones del Perú). #UrrestiPresidente https://t.co/GWljVpHSkf;95;59;12;Urresti;25;1;0
Mon Jan 25 00:35:59 +0000 2021;258;¿Dónde estaban los ahora candidatos presidenciales o sus partidos cuando, en plena pandemia, peleábamos para que las AFP te devuelvan tu plata? ¡Defendían a los poderosos! En mi gobierno tendrás el 100% de tu AFP. ¡Un decreto de urgencia y listo! #TodosJuntosLoPodemosTodo 🅿️🅿️ https://t.co/pcjFVHFXTd;87;144;39;Urresti;25;1;0
Sun Jan 24 23:25:51 +0000 2021;101;Un guerrero más de nuestra querida promoción se va de misión al cielo. Juan Domingo Vera Arana nos tomó la delantera. Descansa en paz, querido JUANITO, los que quedamos por acá prometemos hacer del Perú un gran país como el que soñaste. https://t.co/6QE3ODJGZG;56;23;6;Urresti;24;1;0
Sun Jan 24 15:14:12 +0000 2021;152;¡Urresti de la selva! 😀😀 Impresionante caravana por calles de Loreto con todas las previsiones contra el coronavirus. #TodosJuntosLoPodemosTodo 🅿️🅿️ https://t.co/hhBD42gzNr;98;71;17;Urresti;24;1;0
Sat Jan 23 18:54:56 +0000 2021;257;"¡Brutal agresión a miembros de la policía! ¡ESTO NO SE PUEDE PERMITIR! Mi solidaridad con estos valerosos efectivos que hacían un operativo en el Callao. ¡Tenemos que derrotar a la delincuencia! #TodosJuntosLoPodemosTodo 
Video completo en https://t.co/eu6IXq81VB https://t.co/TYS4EPNsUA";81;138;58;Urresti;23;1;0
Sat Jan 23 13:27:54 +0000 2021;341;#PeruanosContraElIndulto. https://t.co/BHL9AVeNAR;96;48;74;Urresti;23;1;0
Sat Jan 23 03:40:58 +0000 2021;33;Tome su RT. Se lo merece!! #TodosJuntosLoPodemosTodo;0;1;1;Urresti;23;1;0
Sat Jan 23 03:36:09 +0000 2021;52;Soy muy democrático, trato como me tratan. Saludos;3;41;3;Urresti;23;1;0
Sat Jan 23 03:34:46 +0000 2021;31;👍👍;0;3;2;Urresti;23;1;0
Sat Jan 23 03:34:30 +0000 2021;37;😀;0;7;3;Urresti;23;1;0
Sat Jan 23 03:17:35 +0000 2021;460;Hola, @julioguzmanperu, no te pude contestar antes porque estuve trabajando, yo no tengo la suerte de que me mantengan. Recupérate pronto, el gobierno morado hace agua, necesita de tu calor. Saludos. #TodosJuntosLoPodemosTodo;131;691;60;Urresti;23;1;0
Fri Jan 22 22:36:29 +0000 2021;187;Respirar el aire amazónico es lo mejor que pudo pasarme en la vida. Tuve que mantenerme a metros de distancia de la espectacular caravana para sacarme la mascarilla un par de minutos y tomarme la fotito pero valió la pena. ¡Gracias Loreto! #TodosJuntosLoPodemosTodo https://t.co/weLku3e4rp;89;97;23;Urresti;22;1;0
Fri Jan 22 18:49:11 +0000 2021;42;cc. @larepublica_pe @peru21noticias @elcomercio_peru @diarioojo @exitosape @canalN_ @diariocorreo @Agencia_Andina @RPPNoticias @atv_noticias @PanamericanaTV @noticiAmerica @Latina_pe;17;9;5;Urresti;22;1;0
Fri Jan 22 18:46:00 +0000 2021;67;"Este lunes firmaré el PEE del @JNE_Peru. Espero que todos los candidatos presidenciales que lo firmen también firmen el acta de compromiso Peruanos contra el Indulto que próximamente haré público. #PeruanosContraElIndulto 
PD. Este punto sobre RRSS, muy novedoso e importante 👇 https://t.co/ZQKJ2ACWXY";62;44;12;Urresti;22;1;0
Fri Jan 22 14:44:45 +0000 2021;383;¡Nunca un ministro recibió tanto cariño! ¡Envídienme! 😀😀😀 #TodosJuntosLoPodemosTodo https://t.co/epuvusy7Tf;105;288;27;Urresti;22;1;0
Thu Jan 21 17:51:09 +0000 2021;183;Estimada @FlorPabloMedina, mis mejores deseos para tu pronta recuperación. Una cosa es el fragor de la batalla política y otra el sentimiento que debemos tener entre nosotros como seres humanos. ¡A cuidarse y a cuidarnos! 👍👍👍#TodosJuntosLoPodemosTodo https://t.co/FqFiP0FqZP;89;19;15;Urresti;21;1;0
Thu Jan 21 13:20:32 +0000 2021;233;¿Dónde estaban los otros candidatos presidenciales mientras nos peleábamos con todo el mundo para frenar los precios exorbitantes del oxígeno medicinal en plena pandemia? Hoy se publicó la ley por la que tanto luchamos. 👏👏👏 #TodosJuntosLoPodemosTodo https://t.co/7u2GFpTdt6;101;91;28;Urresti;21;1;0
Wed Jan 20 22:00:23 +0000 2021;47;Estoy seguro de que tu familia sí. Pregúntales. Saludos. #TodosJuntosLoPodemosTodo;3;28;6;Urresti;20;1;0
Wed Jan 20 21:59:24 +0000 2021;35;En lugar de dedicarte a insultar deberías dedicarte a googlear. Saludos. #TodosJuntosLoPodemosTodo https://t.co/Ksslt7qX5i;0;9;1;Urresti;20;1;0
Wed Jan 20 21:57:48 +0000 2021;37;Hay mejores albañiles que yo, yo solo soy un modesto capitán Arturo. Saludos. #TodosJuntosLoPodemosTodo;0;11;0;Urresti;20;1;0
Wed Jan 20 21:56:41 +0000 2021;45;"De 0 soles a 120 soles. Creo que hay un avance. Saludos.
#TodosJuntosLoPodemosTodo";0;6;4;Urresti;20;1;0
Wed Jan 20 21:55:47 +0000 2021;30;"No exageres. Saludos.
#TodosJuntosLoPodemosTodo";0;5;2;Urresti;20;1;0
Wed Jan 20 21:54:43 +0000 2021;33;"¿Perdón? ¿Decías?
#TodosJuntosLoPodemosTodo https://t.co/zWnrg6Hup6";0;6;5;Urresti;20;1;0
Wed Jan 20 21:53:04 +0000 2021;30;Para los miembros de mesa sí es importante. Saludos. #TodosJuntosLoPodemosTodo;1;2;1;Urresti;20;1;0
Wed Jan 20 21:30:09 +0000 2021;189;IMPORTANTE: Por fin se aprobó que los miembros de mesa tanto en primera como en segunda vuelta reciban un bono. Será de S/ 120. El pedido lo hicimos en setiembre pasado. ¡#TodosJuntosLoPodemosTodo! https://t.co/RUWLDlS5ry;81;77;25;Urresti;20;1;0
Wed Jan 20 17:03:04 +0000 2021;211;"¿Dónde estaban los otros candidatos cuando, en plena pandemia, peleábamos por tus derechos? Escondiditos, como siempre. ¡Ahora, en campaña, salen a ofrecerte el paraíso! Fuiiira!! 😀
En las buenas y en las malas nosotros siempre contigo... #TodosJuntosLoPodemosTodo! https://t.co/KihCXMo0ET";109;91;33;Urresti;20;1;0
Wed Jan 20 14:29:10 +0000 2021;118;"Es impresionante la insensibilidad de Keiko. Por su culpa padre volvió a la cárcel. Y ahora, por votos, anuncia que lo va a indultar si la eligen presidente.
#PeruanosContraElIndulto https://t.co/lOCQUt6YAe";89;21;15;Urresti;20;1;0
Wed Jan 20 03:05:54 +0000 2021;27;Manan! 😁 #PeruanosContraElIndulto;0;3;1;Urresti;20;1;0
Wed Jan 20 02:51:16 +0000 2021;111;"En marcha la cruzada #PeruanosContraElIndulto. Todos los detalles y más en esta entrevista con el gran @JaimeChincha. https://t.co/Bv25JCHO3O 
((el pin pon... ¡imperdible! 👇)) https://t.co/iMrhgXPadw";96;26;10;Urresti;20;1;0
Wed Jan 20 00:23:49 +0000 2021;90;Fujimori debe seguir en la cárcel. Los peruanos no debemos permitir otro indulto. Esta noche, en entrevista con @JaimeChincha en @RPPNoticias, revelaré los detalles de la cruzada cívica nacional #PeruanosContraElindulto. https://t.co/bLa5IgVzox;55;52;9;Urresti;20;1;0
Tue Jan 19 22:07:55 +0000 2021;224;La justicia nacional e internacional ya dijo NO al indulto de Fujimori. Si la señora K llega a la presidencia al día siguiente indultará a su padre. ¡Tenemos que parar eso! #PeruanosContraElIndulto https://t.co/LcpzB20LdK;101;121;28;Urresti;19;1;0
Tue Jan 19 21:42:41 +0000 2021;126;👏😂😂😂 buena sobri!!! #ElTicherUrresti;0;11;10;Urresti;19;1;0
Tue Jan 19 18:06:42 +0000 2021;122;"Pasaba por aquí solo para decirles que fue la justicia la anuló el indulto a Fujimori. Ahora seguiré con mis clases de inglés. A si yu leder, bay.😁
#ElTicherUrresti https://t.co/KMbWUxcF5Z";79;40;12;Urresti;19;1;0
Tue Jan 19 15:56:02 +0000 2021;27;😂 #ElTicherUrresti;0;4;2;Urresti;19;1;0
Tue Jan 19 15:09:46 +0000 2021;42;don bi crul. 😁. Saludos!!! #ElTicherUrresti;0;8;3;Urresti;19;1;0
Tue Jan 19 14:44:21 +0000 2021;26;kip crain...#ElTicherUrresti;0;2;1;Urresti;19;1;0
Tue Jan 19 14:34:23 +0000 2021;25;De shou most go uon. Saludos! #ElTicherUrresti;0;3;1;Urresti;19;1;0
Tue Jan 19 14:33:29 +0000 2021;50;Don uorry, bi japi. 😉 #ElTicherUrresti;0;10;0;Urresti;19;1;0
Tue Jan 19 14:31:55 +0000 2021;30;Zenkiu, bayb! Saludos! #ElTicherUrresti;0;8;1;Urresti;19;1;0
Tue Jan 19 14:30:11 +0000 2021;28;Veo la BiBiCi. 😉 Saludos. Espero tu voto el 11 de abril. #ElticherUrresti;0;5;1;Urresti;19;1;0
Tue Jan 19 14:28:25 +0000 2021;22;Smile. No hagas hígado. #ElTicherUrresti;0;2;2;Urresti;19;1;0
Tue Jan 19 14:27:43 +0000 2021;33;O sea, te pones SAD.😁. Saludos #ElTicherUrresti;0;5;1;Urresti;19;1;0
Tue Jan 19 14:22:06 +0000 2021;333;"*Nivel de inglés?
- Alto
*Traduzca deporte
- Sport
*Úselo en una frase
- Sport ti que quiero ser presidente
* ELEGIDO!!
😂😂😂😂
#ElTicherUrresti  
(No puedo con mi genio! Sorry, @George_Forsyth 😀) https://t.co/ceDOteRoYo";89;214;44;Urresti;19;1;0
Tue Jan 19 00:03:04 +0000 2021;112;#OperaciónPodemos en marcha!! Gracias La Libertad por ese inmenso cariño. Gracias por recordarme por mi gestión como ministro del Interior. #TodosJuntosLoPodemosTodo https://t.co/96lN61F8on;65;25;17;Urresti;19;1;0
Mon Jan 18 20:12:45 +0000 2021;258;Lima, estás de aniversario, ¡felicitaciones!  Oye, ¿ya te convirtieron en Limaflores? No importa, Limita, te seguimos queriendo. Algún día tendrás alcalde. https://t.co/ohhsJ5oI9y;66;83;29;Urresti;18;1;0
Mon Jan 18 15:35:24 +0000 2021;276;Exhorto a los candidatos presidencial a firmar un acta de compromiso para no indultar a Fujimori. Yo ya anuncié que no lo indultaré. @canalN_ @RPPNoticias @atv_noticias @exitosape @larepublica_pe @Agencia_Andina @peru21noticias @tromepe @diariocorreo @PanamericanaTV @Latina_pe https://t.co/ok9zTZrnQl;103;233;46;Urresti;18;1;0
Mon Jan 18 02:25:49 +0000 2021;309;"Con todo respeto, señora @KeikoFujimori, cuando yo sea presidente del Perú no indultaré a su padre por más que me lo pida. Sus crímenes son imperdonables. 
De otro lado, me alegra que se haya reconciliado con él. La unidad familiar es muy importante. (video @Cuarto_Poder ) https://t.co/g2w5bnY63i";90;186;54;Urresti;18;1;0
Mon Jan 18 00:49:41 +0000 2021;75;Vale la pena reir un rato! ¡La política no tiene que ser aburrida!! ya mucho estrés con la cuarentena. Eso sí, a seguir cuidándose que la segunda ola parece que se viene feo. Saludos. #MemesPorUrresti;2;15;7;Urresti;18;1;0
Mon Jan 18 00:27:49 +0000 2021;110;Acá tiene su RT, sobrino. Espero que no le digan urrestilovers (que para mí sería un honor). Saludos!!  #MemesPorUrresti.;1;35;12;Urresti;18;1;0
Sun Jan 17 23:40:29 +0000 2021;198;¿No digo que los memeros nos alegran la vida? 😂😂😂😂 #MemesPorUrresti #TodosJuntosLoPodemosTodo https://t.co/1SbosLLTOr;78;47;15;Urresti;17;1;0
Sun Jan 17 18:27:49 +0000 2021;284;Esta es la pregunta que tienes que hacerte de hoy en adelante. Piensa en tu seguridad y en la de tu familia. Y ustedes, cogoteros, sicarios, marcas, vendedores de droga... ¡No los quiero ver ¿Entendieron? ¡Basta de aterrorizar a mi Perú! https://t.co/VS16iVpfp8;97;218;45;Urresti;17;1;0
Sun Jan 17 00:49:35 +0000 2021;171;¡Cuanta falta nos hacen hoy esos 46 hospitales que no se construyeron porque la plata se la llevó la corrupción!. #TodosJuntosLoPodemosTodo.;89;65;19;Urresti;17;1;0
Sat Jan 16 17:53:41 +0000 2021;191;La policía y los vecinos no son enemigos. ¿En qué momento lograron desunirlos? El verdadero enemigo de vecinos y policías son los sicarios, marcas, raqueteros, cogoteros y vendedores de droga! A ellos hay que combatirlos. #TodosJuntosLoPodemosTodo https://t.co/7Xed8Rh8WA;70;75;25;Urresti;16;1;0
Sat Jan 16 15:07:57 +0000 2021;76;Carlos Anderson, jefe del plan de gobierno de Podemos Perú, sobre devolución de ONP: El gobierno tiene plata para pagar la deuda externa. ¿Por qué no paga también la deuda interna con los pensionistas? (02) https://t.co/Zc8CNFANf3;18;13;11;Urresti;16;1;1
Sat Jan 16 15:07:56 +0000 2021;84;#OperaciónPodemos en marcha!!! En entrevista con el diario El Comercio, Carlos Anderson, jefe de nuestro plan de gobierno, explica cómo y de donde saldrá el dinero para hacer las obras que realmente necesita la gente. Agua y desagüe, por ejemplo. #TodosJuntosLoPodemosTodo (01) https://t.co/uTOCL8YaHN;46;35;27;Urresti;16;1;0
Sat Jan 16 03:21:09 +0000 2021;29;Tienes derecho al lloriqueo. Dale, suelta tus lagrimitas.;1;8;2;Urresti;16;1;0
Sat Jan 16 03:18:40 +0000 2021;24;Se nota que, fácilmente, abandonas tus principios. Debes ser aprista. Saludos. #UrrestiPresidente;0;5;1;Urresti;16;1;0
Sat Jan 16 02:49:17 +0000 2021;637;El APRA acaba de morir. Si nadie se opone me ofrezco a adoptar a la mascota del narcoindultador. Previa despulgada, por supuesto!!! https://t.co/w1CFMPB7Bq;24;258;46;Urresti;16;1;0
Sat Jan 16 00:33:52 +0000 2021;120;Malas noticias para los #MensajerosDeLaDroga. El Congreso aprobó mi propuesta para modificar norma sobre insumos químicos. Ahora la @PoliciaPeru podrá atacar a los traficantes de estos productos que son desviados a la elaboración de drogas ilícitas. #TodosJuntosLoPodemosTodo https://t.co/AG1TXy1qRg;50;27;22;Urresti;16;1;0
Sat Jan 16 00:31:10 +0000 2021;23;Tu tuit no le va a gustar a @hurgamemoriaPE @SalitaSin @deslengua_2 @noakeiko 😃 #MemesPorUrresti;0;3;2;Urresti;16;1;0
Fri Jan 15 23:49:39 +0000 2021;23;¡Qué exagerado! #MemesPorUrresti;0;2;0;Urresti;15;1;0
Fri Jan 15 23:15:54 +0000 2021;12;😂😂😂 #MemesPorUrresti;0;1;0;Urresti;15;1;0
Fri Jan 15 22:57:05 +0000 2021;60;"Estoy entre esa y esta imagen. 😉 Saludos
#MemesPorUrresti https://t.co/W535adBuSr";11;11;3;Urresti;15;1;0
Fri Jan 15 22:55:43 +0000 2021;26;Igual, espero tu voto. 😃 Saludos. #MemesPorUrresti;0;5;1;Urresti;15;1;0
Fri Jan 15 22:55:07 +0000 2021;19;Los memeros son lo máximo. #MemesPorUrresti;0;1;1;Urresti;15;1;0
Fri Jan 15 22:54:26 +0000 2021;20;Tu entusiasmo es único. 😂😂 #MemesPorUrresti;0;1;1;Urresti;15;1;0
Fri Jan 15 22:53:50 +0000 2021;19;Si has sonreído me alegra. La vida no puede ser tan aburrida. #MemesPorUrresti;0;2;1;Urresti;15;1;0
Fri Jan 15 22:52:15 +0000 2021;19;Nunca debemos perder el sentido del humor. Saludos. #MemesPorUrresti;0;0;1;Urresti;15;1;0
Fri Jan 15 22:51:42 +0000 2021;18;Deplorable tu comentario homofóbico. #MemesPorUrresti;0;10;0;Urresti;15;1;0
Fri Jan 15 22:48:18 +0000 2021;15;Mis ojos verdes salieron igualitos.... !!! #MemesPorUrresti;0;3;2;Urresti;15;1;0
Fri Jan 15 22:47:48 +0000 2021;10;Eso espero. 😂. #MemesPorUrresti;0;2;1;Urresti;15;1;0
Fri Jan 15 22:29:43 +0000 2021;30;Hola. 😂😂😂. #MemesPorUrresti https://t.co/7dLiqvYn2E;5;8;3;Urresti;15;1;0
Fri Jan 15 22:28:58 +0000 2021;25;Me gustaría conocer al autor. Desde ya tiene una reunión conmigo en Palacio de Gobierno después del 28 de julio. 😃 #MemesPorUrresti;0;12;4;Urresti;15;1;0
Fri Jan 15 22:24:00 +0000 2021;336;😂😂😂😂😂😂😂😂Los memeros son unas baaaaaazzzzurasss!! Creo que esta imagen la usaré para mi franja electoral de la ONPE. ¡Gano en primera vuelta!!! 😂😂 #MemesPorUrresti #TodosJuntosLoPodemosTodo https://t.co/L3cynM9Lw3;60;211;41;Urresti;15;1;0
Fri Jan 15 20:27:00 +0000 2021;181;En el Perú los sicarios, marcas, cogoteros y vendedores de droga hacen lo que quieren porque saben que Sagasti y el Partido Morado no tienen ni la experiencia ni la firmeza para combatirlos. ¡Eso tiene que parar! #TodosJuntosLoPodemosTodo. #UrrestiPresidente https://t.co/UaG8YTEpTO;52;153;22;Urresti;15;1;0
Fri Jan 15 14:32:37 +0000 2021;178;Plata para hacer obras a favor de millones de peruanos pobres HAY DE SOBRA. Solo es cuestión de saber distribuir bien el presupuesto. También hay que evitar que los corruptos se lleven miles de millones de soles en adendas. #TodosJuntosLoPodemosTodo https://t.co/HrqAIpicWp;61;110;31;Urresti;15;1;0
Thu Jan 14 21:39:19 +0000 2021;345;Reunida con toda la militancia. Como es cuando ya no hay tapers, ¿no? https://t.co/NCoNzLIRHH;74;159;40;Urresti;14;1;0
Thu Jan 14 16:39:01 +0000 2021;222;"Que los #MensajerosDeLaDroga no contaminen la mente de nuestras niñas y niños haciéndoles creer que es un ""vacilón"" hornearse el cerebro. ¡Tenemos que proteger a nuestras bendiciones! #TodosJuntosLoPodemosTodo https://t.co/yETOlePKJW";56;103;41;Urresti;14;1;0
Thu Jan 14 14:17:14 +0000 2021;140;"Para los ricos y poderosos fijar topes a los intereses bancarios es populista. JA-JA-JA. #QueNoTeMetanCuentazos: La ley contra la usura existe en países como Estados Unidos, Alemania, Inglaterra y otros.
#UrrestiSiempreConElPueblo https://t.co/FsI71oyUJW";69;45;24;Urresti;14;1;0
Thu Jan 14 00:15:02 +0000 2021;104;Nos vemos esta noche con @MavilaHuertasC en @canalN_. Todo será novedad, ningún tema refrito. Explicaré, por ejemplo, las acciones de nuestro futuro gobierno para combatir la creciente delincuencia. #TodosJuntosLoPodemosTodo https://t.co/CCdnwg8lTc;53;121;23;Urresti;14;1;0
Wed Jan 13 22:40:21 +0000 2021;135;"Estimada @julianaoxenford, este video responde, de manera categórica, a tus afirmaciones sobre nuestro candidato a la vicepresidencia, Wilbert Portugal.  
cc @atv_noticias @atvmasnoticias @WilbertPodemos https://t.co/iOo1eqqa19";50;135;28;Urresti;13;1;0
Wed Jan 13 19:44:24 +0000 2021;102;¡Duro golpe a los vendedores de droga! Gracias a los buenos policías y buenos vecinos que se unen a la lucha contra esta amenaza. ¡Protejamos a nuestras niñas y niños, protejamos a nuestra familia! #TodosJuntosLoPodemosTodo https://t.co/aJAXGSS3hq;48;33;13;Urresti;13;1;0
Wed Jan 13 19:06:41 +0000 2021;29;¿Conoces algún caso? Dame detalles, no creo que seas cómplice de un asesinato y no lo digas. #MentirasContraUrresti;0;9;3;Urresti;13;1;0
Wed Jan 13 17:07:35 +0000 2021;85;¡La gente merece que le digan las cosas con claridad y firmeza! Les dejo este video sobre nuestro plan de gobierno. #TodosJuntosLoPodemosTodo. https://t.co/xBqjMcotpN;53;34;19;Urresti;13;1;0
Wed Jan 13 13:51:14 +0000 2021;252;"Que no te floreen sobre lo “bacán” que es consumir drogas. Esta es la realidad: para mantener el vicio los consumidores terminan robando. Protejamos a nuestros niños, evitemos que entren a ese mundo. #TodosJuntosLoPodemosTodo. 
@canalN_  @PoliciaPeru https://t.co/NFc2DsXhjl";75;132;54;Urresti;13;1;0
Wed Jan 13 04:29:43 +0000 2021;77;Todo comienza con marihuana. Saludos.;5;60;5;Urresti;13;1;0
Wed Jan 13 04:28:51 +0000 2021;40;¿Vale la pena arriesgarse?;3;19;3;Urresti;13;1;0
Wed Jan 13 04:27:09 +0000 2021;244;Comienzan con marihuana, de allí pasan a PBC. y de allí a cocaína.;36;313;34;Urresti;13;1;0
Wed Jan 13 04:21:59 +0000 2021;32;Googlea. Saludos. #TodosJuntosLoPodemosTodo;1;6;1;Urresti;13;1;0
Wed Jan 13 02:11:43 +0000 2021;90;"Otra vez han puesto a andar la maquinaria para intentar destruirme políticamente y evitar que gane la presidencia en primera vuelta. 
¡Han ido a intimidar a los personas que van a desenmascarar a la testigo estrella del caso Bustíos! #UrrestiPideJusticia https://t.co/ZliG2j7Tex";39;102;15;Urresti;13;1;0
Wed Jan 13 00:02:22 +0000 2021;343;No son un chiste estos #MemesPorUrresti. Como ministro del Interior conocí el drama de muchos chicos que por curiosidad probaron marihuana y, para mantener el vicio, terminaron vendiendo las cosas de sus familias. Luego terminaron asaltando en las calles. https://t.co/09vqYItxmG;83;279;43;Urresti;13;1;0
Tue Jan 12 23:47:54 +0000 2021;37;Gracias, tú también te pareces a ella. #TodosJuntosLoPodemosTodo;1;10;2;Urresti;12;1;0
Tue Jan 12 23:46:45 +0000 2021;26;Lee el plan de gobierno. Saludos. #TodosJuntosLoPodemosTodo;2;7;2;Urresti;12;1;0
Tue Jan 12 22:07:06 +0000 2021;133;Esta noche vuelvo a un set de televisión. ¡Graben todo que la entrevista con @julianaoxenford sacará chispas. Lo que no habrá es fuego ni humo. 😂😂 #TodosJuntosLoPodemosTodo #UrrestiPresidente https://t.co/UHwpwRpv5d;74;128;12;Urresti;12;1;0
Tue Jan 12 17:04:11 +0000 2021;330;No permitamos que nuestros hijos sean arrastrados al mundo de las drogas. Los que entran a ese círculo es muy difícil que salgan. Y como cada día quieren consumir más y más terminan matando por un celular para comprar más droga. ¡Tenemos que parar esto! #TodosJuntosLoPodemosTodo https://t.co/KioBhvse0D;95;266;59;Urresti;12;1;0
Tue Jan 12 14:37:27 +0000 2021;145;Estimados compatriotas, ya salieron los banners y carteles de apoyo a #UrrestiPresidente. Desde ya les agradezco que lo puedan lucir en sus casas o negocios. Solo tienen que contactarse a este Whatsapp 947483769 #TodosJuntosLoPodemosTodo https://t.co/dVU2UNMNYf;96;98;14;Urresti;12;1;0
Mon Jan 11 18:58:21 +0000 2021;85;Trabajo digno y productivo para millones de peruanos con #OperaciónPodemos, el plan de gobierno de Podemos Perú. #TodosJuntosLoPodemosTodo @RPPNoticias @canalN_ @larepublica_pe @elcomercio_peru @exitosape @Agencia_Andina @peru21noticias @atvmasnoticias @Latina_Noticias https://t.co/VbGvxateI3;85;32;11;Urresti;11;1;0
Mon Jan 11 15:36:58 +0000 2021;91;"¿Cómo generar empleo tras la devastadora pandemia? “Instalaremos agua y desagüe para todas las familias peruanas, así llevaremos bienestar y al mismo tiempo daremos trabajo productivo”. (Carlos Anderson en RPP). Ver completo en https://t.co/uq7sweWodo 
#TodosJuntosLoPodemosTodo https://t.co/sP1ceFouma";62;45;12;Urresti;11;1;0
Mon Jan 11 13:02:43 +0000 2021;189;¡Salen los primeros S/ 930 de la ONP! Mil veces nos dijeron que no se podía. Mil veces insistimos desde Podemos Perú y acá están los resultados: Gobierno empezó a cumplir HOY nuestra ley. #TodosJuntosLoPodemosTodo. Vean la info oficial de la ONP 👇 https://t.co/PJMpKCpYcU;82;218;23;Urresti;11;1;0
Mon Jan 11 11:49:56 +0000 2021;111;Para sacar al Perú de la terrible crisis se necesita decisión firmes y acciones concretas. Carlos Anderson, nuestro jefe de plan de gobierno, da los detalles en @RPPNoticias. https://t.co/YaS9ukpLCE;54;62;22;Urresti;11;1;0
Mon Jan 11 02:05:39 +0000 2021;81;#OperaciónPodemos, el plan de gobierno (completo) que aplicaremos a partir del 28 de julio lo pueden ver en https://t.co/8AycgafORe @RPPNoticias @canalN_ @larepublica_pe @exitosape @Agencia_Andina @diariocorreo @Latina_Noticias @elcomercio_peru @ucinoticias_pe @peru21noticias https://t.co/6AvDRzyYE1;59;38;14;Urresti;11;1;0
Mon Jan 11 01:07:11 +0000 2021;156;Los policías que cumplan 30 años de servicio pero que quieran seguir combatiendo a la delincuencia recibirán un bono de S/ 1,200. ¡Medida concreta para proteger mejor a millones de peruanos! #UrrestiPresidente #TodosJuntosLoPodemosTodo https://t.co/dDlubNTlze;56;141;21;Urresti;11;1;0
Mon Jan 11 00:27:52 +0000 2021;125;"Encuesta urbana dominical. 😂😂😂😂 
#MemesPorUrresti #UrrestiPresidente 
CC. @hurgamemoriaPE @deslengua_2 @salvajedigital @SalitaSin @noakeiko @QuintoPoderPe @RecuerdosPeru @contracultural @smartbeteta https://t.co/Nbb7Cy3mfL";48;66;15;Urresti;11;1;0
Sun Jan 10 14:05:52 +0000 2021;127;¡Es tiempo de que pueblo y policía volvamos a caminar juntos! No caigamos en el juego de los que nos quieren ver peleados. ¡Nuestros únicos enemigos deben ser los delincuentes! #TodosJuntosLoPodemosTodo https://t.co/DM4HihzJBU;63;42;20;Urresti;10;1;0
Sat Jan 09 16:01:01 +0000 2021;129;¡#OperaciónPodemos en marcha! La prioridad de nuestro gobierno será la salud. Plata hay, lo que falta es saber gastar. #TodosJuntosLoPodemosTodo https://t.co/FGQv6ndn10;78;76;19;Urresti;09;1;0
Fri Jan 08 23:19:03 +0000 2021;50;Lo que demuestra que mi defensa de los buenos policías no es por votos. Saludos. #TodosJuntosLoPodemosTodo;0;13;5;Urresti;08;1;0
Fri Jan 08 21:28:03 +0000 2021;320;Nuestros valerosos policías, a pesar de su poca logística, de los ataques, insultos y humillaciones y del cero apoyo del gobierno morado, lograron capturar en tiempo récord a los malditos del Jr. De la Unión. ¡Esa es la policía por la que siempre sacaré pecho! https://t.co/lyIEqdxbmP;63;110;28;Urresti;08;1;0
Fri Jan 08 18:32:09 +0000 2021;41;Supongo que no sabes googlear y por eso no estás enterado. No te preocupes, también reforzaremos la educación básica regular. #TodosJuntosLoPodemosTodo. Saludos. https://t.co/zRe1hByWRx;0;17;2;Urresti;08;1;0
Fri Jan 08 18:29:14 +0000 2021;30;Gracias por la pregunta. Lee esta información de marzo. #TodosJuntosLoPodemosTodo  Saludos. https://t.co/zRe1hByWRx;0;5;3;Urresti;08;1;0
Fri Jan 08 18:27:56 +0000 2021;87;Mis únicos oponentes son los delincuentes. Saludos. #TodosJuntosLoPodemosTodo;17;179;10;Urresti;08;1;0
Fri Jan 08 18:27:03 +0000 2021;8;@LuisRicMendoza Te regalo mi sonrisa. Cuento con tu voto. Saludos. #TodosJuntosLoPodemosTodo https://t.co/JqbKt0nd1C;0;7;0;Urresti;08;1;1
Fri Jan 08 18:24:54 +0000 2021;29;Uno nomás, no. Saludos. #TodosJuntosLoPodemosTodo https://t.co/LLarGVAsRe;3;2;3;Urresti;08;1;0
Fri Jan 08 16:25:38 +0000 2021;195;Esto no es un spot, esto no es ficción, ellos no son actores de bus, es la realidad pura y dura en pleno Jr. de la Unión, es la amenaza diaria que viven millones de compatriotas en todo el Perú. ¡Esto debe parar YA. #TodosJuntosLoPodemosTodo https://t.co/1SnV1at2SW;92;159;37;Urresti;08;1;0
Fri Jan 08 13:28:32 +0000 2021;140;Los bancos no te pueden cobrar los intereses que les da la gana por sus préstamos. Lo dice Carlos Anderson, jefe de nuestro plan de gobierno y un reconocido economista con más de 25 años de experiencia en el sector. #OperaciónPodemos #TodosJuntosLoPodemosTodo https://t.co/epTtPAMvZc;93;48;11;Urresti;08;1;0
Fri Jan 08 05:04:57 +0000 2021;55;¡Eso se llama aportar! Te agradezco la idea. ¿Ven que #TodosJuntosLoPodemosTodo? Saludos;0;43;1;Urresti;08;1;0
